/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/2/WomenWhoStutter_2_141.wav,/home/alien/Git/DATA/ml-stuttering-events-dataset/WhisperSmallTranscripts/WomenWhoStutter_2_141.txt,/home/alien/Git/DATA/ml-stuttering-events-dataset/MeloTTS/WomenWhoStutter_2_141.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/2/WomenWhoStutter_2_141.wav,/home/alien/Git/DATA/ml-stuttering-events-dataset/WhisperSmallTranscripts/WomenWhoStutter_2_141.txt,/home/alien/Git/DATA/ml-stuttering-events-dataset/MeloTTS/WomenWhoStutter_2_141.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/2/WomenWhoStutter_2_141.wav,/home/alien/Git/DATA/ml-stuttering-events-dataset/WhisperSmallTranscripts/WomenWhoStutter_2_141.txt,/home/alien/Git/DATA/ml-stuttering-events-dataset/MeloTTS/WomenWhoStutter_2_141.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/2/WomenWhoStutter_2_141.wav,/home/alien/Git/DATA/ml-stuttering-events-dataset/WhisperSmallTranscripts/WomenWhoStutter_2_141.txt,/home/alien/Git/DATA/ml-stuttering-events-dataset/MeloTTS/WomenWhoStutter_2_141.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/2/WomenWhoStutter_2_141.wav,/home/alien/Git/DATA/ml-stuttering-events-dataset/WhisperSmallTranscripts/WomenWhoStutter_2_141.txt,/home/alien/Git/DATA/ml-stuttering-events-dataset/MeloTTS/WomenWhoStutter_2_141.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/2/WomenWhoStutter_2_141.wav,/home/alien/Git/DATA/ml-stuttering-events-dataset/WhisperSmallTranscripts/WomenWhoStutter_2_141.txt,/home/alien/Git/DATA/ml-stuttering-events-dataset/MeloTTS/WomenWhoStutter_2_141.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/2/WomenWhoStutter_2_141.wav,/home/alien/Git/DATA/ml-stuttering-events-dataset/WhisperSmallTranscripts/WomenWhoStutter_2_141.txt,/home/alien/Git/DATA/ml-stuttering-events-dataset/MeloTTS/WomenWhoStutter_2_141.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/2/WomenWhoStutter_2_141.wav,/home/alien/Git/DATA/ml-stuttering-events-dataset/WhisperSmallTranscripts/WomenWhoStutter_2_141.txt,/home/alien/Git/DATA/ml-stuttering-events-dataset/MeloTTS/WomenWhoStutter_2_141.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/2/WomenWhoStutter_2_141.wav,/home/alien/Git/DATA/ml-stuttering-events-dataset/WhisperSmallTranscripts/WomenWhoStutter_2_141.txt,/home/alien/Git/DATA/ml-stuttering-events-dataset/MeloTTS/WomenWhoStutter_2_141.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/2/WomenWhoStutter_2_141.wav,/home/alien/Git/DATA/ml-stuttering-events-dataset/WhisperSmallTranscripts/WomenWhoStutter_2_141.txt,/home/alien/Git/DATA/ml-stuttering-events-dataset/MeloTTS/WomenWhoStutter_2_141.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/2/WomenWhoStutter_2_141.wav,/home/alien/Git/DATA/ml-stuttering-events-dataset/WhisperSmallTranscripts/WomenWhoStutter_2_141.txt,/home/alien/Git/DATA/ml-stuttering-events-dataset/MeloTTS/WomenWhoStutter_2_141.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/2/WomenWhoStutter_2_141.wav,/home/alien/Git/DATA/ml-stuttering-events-dataset/WhisperSmallTranscripts/WomenWhoStutter_2_141.txt,/home/alien/Git/DATA/ml-stuttering-events-dataset/MeloTTS/WomenWhoStutter_2_141.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/2/WomenWhoStutter_2_141.wav,/home/alien/Git/DATA/ml-stuttering-events-dataset/WhisperSmallTranscripts/WomenWhoStutter_2_141.txt,/home/alien/Git/DATA/ml-stuttering-events-dataset/MeloTTS/WomenWhoStutter_2_141.wav
